cc_txn_id,txn_date,txn_type,amount,amount_cents,merchant,vendor_key,net_cents,tax_cents,mapping,journal_entry_id
1652,2023-09-07,PURCHASE,1771.29,177129,GROSNOR DISTRIBUTION AJAX,,177129,0,default:cogs_supplements,CC_PURCHASE_1652
1647,2023-09-08,PURCHASE,39.67,3967,PURCHASE INTEREST,,3967,0,default:cogs_supplements,CC_PURCHASE_1647
1649,2023-09-08,PURCHASE,90.00,9000,ROCKY HEALTH BRAMPTON,,9000,0,default:cogs_supplements,CC_PURCHASE_1649
1642,2023-09-11,PURCHASE,136.91,13691,PAYPAL *EBAY CA,,13691,0,default:cogs_supplements,CC_PURCHASE_1642
1643,2023-09-11,PURCHASE,32.28,3228,"CHATGPT SUBSCRIPTION OPENAI.COM,",,3228,0,default:cogs_supplements,CC_PURCHASE_1643
1644,2023-09-11,PURCHASE,17.34,1734,AMHERST PHARMA SAVE,PHARMASAVE,1734,0,VENDOR_PROFILE,CC_PURCHASE_1644
1646,2023-09-11,PURCHASE,26.07,2607,AMHERST PHARMA SAVE,PHARMASAVE,2607,0,VENDOR_PROFILE,CC_PURCHASE_1646
4143,2023-09-11,PURCHASE,1523.52,152352,COSTCO WHOLESALE W1345,COSTCO,152352,0,VENDOR_PROFILE,CC_PURCHASE_4143
4144,2023-09-11,PURCHASE,137.90,13790,DOLLARAMA # 209,,13790,0,keyword:dollarama,CC_PURCHASE_4144
4145,2023-09-11,PURCHASE,40.01,4001,WEST AMHERST ESSO,,4001,0,keyword:fuel,CC_PURCHASE_4145
4146,2023-09-11,PURCHASE,236.74,23674,WAL-MART #5789 AMHERST,WALMART,23674,0,VENDOR_PROFILE,CC_PURCHASE_4146
1637,2023-09-12,PURCHASE,16.26,1626,FREIGHTCOM INC. BOLTON,,1626,0,keyword:freight,CC_PURCHASE_1637
1638,2023-09-12,PURCHASE,13.05,1305,FREIGHTCOM INC. BOLTON,,1305,0,keyword:freight,CC_PURCHASE_1638
1639,2023-09-12,PURCHASE,1039.50,103950,AK PERFORMA SERVICES,,103950,0,default:cogs_supplements,CC_PURCHASE_1639
1640,2023-09-12,PURCHASE,14.89,1489,FREIGHTCOM INC. BOLTON,,1489,0,keyword:freight,CC_PURCHASE_1640
1641,2023-09-12,PURCHASE,1.02,102,FREIGHTCOM INC. BOLTON,,102,0,keyword:freight,CC_PURCHASE_1641
1636,2023-09-13,PURCHASE,13.87,1387,FREIGHTCOM INC. BOLTON,,1387,0,keyword:freight,CC_PURCHASE_1636
4139,2023-09-13,PURCHASE,8.21,821,HARRISON'S HOME HARDWA,,821,0,default:cogs_supplements,CC_PURCHASE_4139
4140,2023-09-13,PURCHASE,37.88,3788,PAYZANT HM HWRE,,3788,0,default:cogs_supplements,CC_PURCHASE_4140
4141,2023-09-13,REFUND,37.88,3788,PAYZANT HM HWRE,,3788,0,default:cogs_supplements,CC_PURCHASE_4141
4142,2023-09-13,PURCHASE,18.98,1898,PAYZANT HM HWRE,,1898,0,default:cogs_supplements,CC_PURCHASE_4142
1633,2023-09-14,PURCHASE,73.13,7313,"FACEBK DQQMKWXTN2 650-5434800,",,7313,0,default:cogs_supplements,CC_PURCHASE_1633
1635,2023-09-14,PURCHASE,13.13,1313,GROSNOR DISTRIBUTION AJAX,,1313,0,default:cogs_supplements,CC_PURCHASE_1635
1630,2023-09-15,REFUND,48.99,4899,PURITY LIFE HEALTH,,4899,0,default:cogs_supplements,CC_PURCHASE_1630
1631,2023-09-15,PURCHASE,58.76,5876,CIRCLE K /,,5876,0,default:cogs_supplements,CC_PURCHASE_1631
1632,2023-09-15,PURCHASE,1202.73,120273,PACIFIC DISTRIBUTION WHOL,,120273,0,default:cogs_supplements,CC_PURCHASE_1632
1625,2023-09-18,PURCHASE,29.56,2956,FREIGHTCOM INC. BOLTON,,2956,0,keyword:freight,CC_PURCHASE_1625
1626,2023-09-18,PURCHASE,28.31,2831,AMHERST PHARMA SAVE,PHARMASAVE,2831,0,VENDOR_PROFILE,CC_PURCHASE_1626
1627,2023-09-18,PURCHASE,12.54,1254,FREIGHTCOM INC. BOLTON,,1254,0,keyword:freight,CC_PURCHASE_1627
1628,2023-09-18,PURCHASE,76.84,7684,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,7684,0,VENDOR_PROFILE,CC_PURCHASE_1628
1629,2023-09-18,PURCHASE,1021.07,102107,BLACK CAT IMPORTERS,,102107,0,default:cogs_supplements,CC_PURCHASE_1629
4137,2023-09-18,PURCHASE,53.42,5342,MTY GROUP /,,5342,0,default:cogs_supplements,CC_PURCHASE_4137
1619,2023-09-20,PURCHASE,25.32,2532,AMAZON.CA*TX7I793H1 AMAZON.CA,,2532,0,default:cogs_supplements,CC_PURCHASE_1619
1621,2023-09-20,PURCHASE,15.05,1505,FREIGHTCOM INC. BOLTON,,1505,0,keyword:freight,CC_PURCHASE_1621
1622,2023-09-20,PURCHASE,525.92,52592,SQ *9428-0534 QUEBEC,,52592,0,default:cogs_supplements,CC_PURCHASE_1622
1612,2023-09-21,PURCHASE,1340.83,134083,EMPIRE HEALTH DISTRIBUTIO,,134083,0,default:cogs_supplements,CC_PURCHASE_1612
1614,2023-09-21,PURCHASE,60.69,6069,AMHERST PHARMA SAVE,PHARMASAVE,6069,0,VENDOR_PROFILE,CC_PURCHASE_1614
1615,2023-09-21,PURCHASE,14.06,1406,FREIGHTCOM INC. BOLTON,,1406,0,keyword:freight,CC_PURCHASE_1615
1616,2023-09-21,PURCHASE,11.11,1111,FREIGHTCOM INC. BOLTON,,1111,0,keyword:freight,CC_PURCHASE_1616
1617,2023-09-21,PURCHASE,1246.60,124660,GROSNOR DISTRIBUTION AJAX,,124660,0,default:cogs_supplements,CC_PURCHASE_1617
1618,2023-09-21,PURCHASE,1709.48,170948,GROSNOR DISTRIBUTION AJAX,,170948,0,default:cogs_supplements,CC_PURCHASE_1618
4136,2023-09-21,PURCHASE,45.86,4586,WAL-MART #5789 AMHERST,WALMART,4586,0,VENDOR_PROFILE,CC_PURCHASE_4136
1608,2023-09-25,PURCHASE,2100.94,210094,PEAK PERFORMANCE MISSISSAUGA,,210094,0,default:cogs_supplements,CC_PURCHASE_1608
1609,2023-09-25,PURCHASE,31.88,3188,"SHOPIFY INC/196594016 OTTAWA,",,3188,0,default:cogs_supplements,CC_PURCHASE_1609
1610,2023-09-25,PURCHASE,18.43,1843,FREIGHTCOM INC. BOLTON,,1843,0,keyword:freight,CC_PURCHASE_1610
4134,2023-09-25,PURCHASE,46.18,4618,WEST AMHERST ESSO,,4618,0,keyword:fuel,CC_PURCHASE_4134
1602,2023-09-26,PURCHASE,14.07,1407,FREIGHTCOM INC. BOLTON,,1407,0,keyword:freight,CC_PURCHASE_1602
1603,2023-09-26,PURCHASE,12.64,1264,APPLE.COM/BILL 866-712-7753,,1264,0,default:cogs_supplements,CC_PURCHASE_1603
1604,2023-09-26,PURCHASE,11.12,1112,FREIGHTCOM INC. BOLTON,,1112,0,keyword:freight,CC_PURCHASE_1604
1605,2023-09-26,PURCHASE,15.00,1500,FREIGHTCOM INC. BOLTON,,1500,0,keyword:freight,CC_PURCHASE_1605
1606,2023-09-26,PURCHASE,378.72,37872,FLOSSIE FAIRE VANCOUVER,,37872,0,default:cogs_supplements,CC_PURCHASE_1606
4133,2023-09-26,PURCHASE,56.35,5635,DOLLARAMA # 209,,5635,0,keyword:dollarama,CC_PURCHASE_4133
1599,2023-09-27,PURCHASE,28.77,2877,FREIGHTCOM INC. BOLTON,,2877,0,keyword:freight,CC_PURCHASE_1599
1600,2023-09-27,PURCHASE,11.12,1112,FREIGHTCOM INC. BOLTON,,1112,0,keyword:freight,CC_PURCHASE_1600
1601,2023-09-27,PURCHASE,20.29,2029,GROSNOR DISTRIBUTION AJAX,,2029,0,default:cogs_supplements,CC_PURCHASE_1601
4128,2023-09-27,PURCHASE,26.57,2657,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,2657,0,VENDOR_PROFILE,CC_PURCHASE_4128
4129,2023-09-27,PURCHASE,32.60,3260,DOLLARAMA # 209,,3260,0,keyword:dollarama,CC_PURCHASE_4129
4131,2023-09-27,PURCHASE,37.71,3771,CDN TIRE STORE,,3771,0,default:cogs_supplements,CC_PURCHASE_4131
4132,2023-09-27,PURCHASE,40.18,4018,WAL-MART #5789 AMHERST,WALMART,4018,0,VENDOR_PROFILE,CC_PURCHASE_4132
1594,2023-09-28,PURCHASE,504.00,50400,AK BROKERAGE INC,,50400,0,default:cogs_supplements,CC_PURCHASE_1594
1596,2023-09-28,PURCHASE,19.41,1941,FREIGHTCOM INC. BOLTON,,1941,0,keyword:freight,CC_PURCHASE_1596
1597,2023-09-28,PURCHASE,2.14,214,FREIGHTCOM INC. BOLTON,,214,0,keyword:freight,CC_PURCHASE_1597
1598,2023-09-28,PURCHASE,11.11,1111,FREIGHTCOM INC. BOLTON,,1111,0,keyword:freight,CC_PURCHASE_1598
4120,2023-09-28,PURCHASE,173.59,17359,COSTCO WHOLESALE W1345,COSTCO,17359,0,VENDOR_PROFILE,CC_PURCHASE_4120
4122,2023-09-28,PURCHASE,19.63,1963,COSTCO WHOLESALE W1345,COSTCO,1963,0,VENDOR_PROFILE,CC_PURCHASE_4122
4123,2023-09-28,PURCHASE,92.54,9254,COSTCO WHOLESALE W1345,COSTCO,9254,0,VENDOR_PROFILE,CC_PURCHASE_4123
4124,2023-09-28,PURCHASE,73.42,7342,COSTCO GAS W1345,COSTCO,7342,0,VENDOR_PROFILE,CC_PURCHASE_4124
4125,2023-09-28,PURCHASE,91.56,9156,WINNERS 259 MONCTON,,9156,0,default:cogs_supplements,CC_PURCHASE_4125
4126,2023-09-28,PURCHASE,136.83,13683,WINNERS 259 MONCTON,,13683,0,default:cogs_supplements,CC_PURCHASE_4126
4127,2023-09-28,PURCHASE,35.86,3586,HIGHLAND MARKET AMHERST,,3586,0,default:cogs_supplements,CC_PURCHASE_4127
1593,2023-09-29,PURCHASE,2716.96,271696,PURITY LIFE HEALTH,,271696,0,default:cogs_supplements,CC_PURCHASE_1593
4115,2023-09-29,PURCHASE,5.85,585,MCDONALD'S #5841 Q04,,585,0,default:cogs_supplements,CC_PURCHASE_4115
1585,2023-10-03,PURCHASE,15.73,1573,FREIGHTCOM INC. BOLTON,,1573,0,keyword:freight,CC_PURCHASE_1585
1586,2023-10-03,PURCHASE,14.19,1419,FREIGHTCOM INC. BOLTON,,1419,0,keyword:freight,CC_PURCHASE_1586
1587,2023-10-03,PURCHASE,14.45,1445,FREIGHTCOM INC. BOLTON,,1445,0,keyword:freight,CC_PURCHASE_1587
1588,2023-10-03,PURCHASE,24.75,2475,FREIGHTCOM INC. BOLTON,,2475,0,keyword:freight,CC_PURCHASE_1588
1589,2023-10-03,PURCHASE,2679.67,267967,TC NUTRA 3062907457,,267967,0,default:cogs_supplements,CC_PURCHASE_1589
1590,2023-10-03,PURCHASE,15.60,1560,GOOGLE *GSUITE_CURLYS. 855-222-8603,,1560,0,default:cogs_supplements,CC_PURCHASE_1590
1591,2023-10-03,PURCHASE,2005.00,200500,CHOCOLATE MOOSE FAIRE,,200500,0,default:cogs_supplements,CC_PURCHASE_1591
4108,2023-10-03,PURCHASE,15.00,1500,FREDDIE'S PIZZA &,,1500,0,default:cogs_supplements,CC_PURCHASE_4108
4109,2023-10-03,PURCHASE,68.94,6894,GARAGE #119 DIEPPE,,6894,0,default:cogs_supplements,CC_PURCHASE_4109
4110,2023-10-03,PURCHASE,78.83,7883,AMHERST PHARMA SAVE,PHARMASAVE,7883,0,VENDOR_PROFILE,CC_PURCHASE_4110
4111,2023-10-03,PURCHASE,18.11,1811,MCDONALD'S #5841 Q04,,1811,0,default:cogs_supplements,CC_PURCHASE_4111
4112,2023-10-03,PURCHASE,6.99,699,MCDONALD'S #5841 Q04,,699,0,default:cogs_supplements,CC_PURCHASE_4112
4113,2023-10-03,PURCHASE,89.04,8904,FH* TREEGO MONCTON,,8904,0,default:cogs_supplements,CC_PURCHASE_4113
4114,2023-10-03,PURCHASE,63.23,6323,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,6323,0,VENDOR_PROFILE,CC_PURCHASE_4114
1583,2023-10-04,PURCHASE,19.54,1954,AMZN MKTP CA*T91TD3Z71,,1954,0,default:cogs_supplements,CC_PURCHASE_1583
4105,2023-10-04,PURCHASE,40.50,4050,BRIDGE ADULT SERVICES,,4050,0,default:cogs_supplements,CC_PURCHASE_4105
4106,2023-10-04,PURCHASE,155.93,15593,AMSTERDAM INN &,,15593,0,default:cogs_supplements,CC_PURCHASE_4106
4107,2023-10-04,PURCHASE,21.85,2185,HIGHLAND MARKET AMHERST,,2185,0,default:cogs_supplements,CC_PURCHASE_4107
1578,2023-10-05,PURCHASE,14.45,1445,FREIGHTCOM INC. BOLTON,,1445,0,keyword:freight,CC_PURCHASE_1578
1579,2023-10-05,PURCHASE,345.10,34510,NOVA SCOTIA PWR/EZ-PAY,,34510,0,default:cogs_supplements,CC_PURCHASE_1579
1580,2023-10-05,PURCHASE,6.04,604,KUBRA/EZ-PAY 905-624-2220,,604,0,default:cogs_supplements,CC_PURCHASE_1580
1582,2023-10-05,PURCHASE,2.54,254,FREIGHTCOM INC. BOLTON,,254,0,keyword:freight,CC_PURCHASE_1582
4104,2023-10-05,PURCHASE,35.64,3564,AMZN MKTP CA*T92745U00,,3564,0,default:cogs_supplements,CC_PURCHASE_4104
1576,2023-10-06,PURCHASE,565.84,56584,PURCHASE INTEREST,,56584,0,default:cogs_supplements,CC_PURCHASE_1576
1577,2023-10-06,PURCHASE,4176.80,417680,GROSNOR DISTRIBUTION AJAX,,417680,0,default:cogs_supplements,CC_PURCHASE_1577
4102,2023-10-06,PURCHASE,23.49,2349,AMZN MKTP CA*TE94823Z2,,2349,0,default:cogs_supplements,CC_PURCHASE_4102
4103,2023-10-06,PURCHASE,12.52,1252,MCDONALD'S #5841 Q04,,1252,0,default:cogs_supplements,CC_PURCHASE_4103
1575,2023-10-10,PURCHASE,16.05,1605,FREIGHTCOM INC. BOLTON,,1605,0,keyword:freight,CC_PURCHASE_1575
4101,2023-10-10,PURCHASE,851.32,85132,COSTCO WHOLESALE W551,COSTCO,85132,0,VENDOR_PROFILE,CC_PURCHASE_4101
1569,2023-10-11,PURCHASE,37.90,3790,FREIGHTCOM INC. BOLTON,,3790,0,keyword:freight,CC_PURCHASE_1569
1570,2023-10-11,PURCHASE,32.27,3227,"CHATGPT SUBSCRIPTION HTTPSOPENAI.C,",,3227,0,default:cogs_supplements,CC_PURCHASE_1570
1571,2023-10-11,PURCHASE,102.00,10200,ROCKY HEALTH BRAMPTON,,10200,0,default:cogs_supplements,CC_PURCHASE_1571
1573,2023-10-11,REFUND,90.00,9000,SHOPPING WITH POINTS/ACHA,,9000,0,default:cogs_supplements,CC_PURCHASE_1573
1574,2023-10-11,PURCHASE,16.96,1696,FREIGHTCOM INC. BOLTON,,1696,0,keyword:freight,CC_PURCHASE_1574
4099,2023-10-11,PURCHASE,4354.64,435464,CARTER'S SPORT CRESTIN,,435464,0,default:cogs_supplements,CC_PURCHASE_4099
1566,2023-10-12,REFUND,15.00,1500,FREIGHTCOM INC. BOLTON,,1500,0,keyword:freight,CC_PURCHASE_1566
1567,2023-10-12,PURCHASE,22.99,2299,APPLE.COM/BILL 866-712-7753,,2299,0,default:cogs_supplements,CC_PURCHASE_1567
1568,2023-10-12,PURCHASE,849.26,84926,YUMMY SPORTS DELSON,,84926,0,default:cogs_supplements,CC_PURCHASE_1568
4097,2023-10-12,PURCHASE,150.46,15046,WAL-MART #5789 AMHERST,WALMART,15046,0,VENDOR_PROFILE,CC_PURCHASE_4097
1564,2023-10-13,PURCHASE,804.58,80458,ISWEET 4168234030,,80458,0,default:cogs_supplements,CC_PURCHASE_1564
1562,2023-10-16,PURCHASE,11.91,1191,FREIGHTCOM INC. BOLTON,,1191,0,keyword:freight,CC_PURCHASE_1562
4096,2023-10-16,PURCHASE,224.07,22407,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,22407,0,VENDOR_PROFILE,CC_PURCHASE_4096
1561,2023-10-17,PURCHASE,890.89,89089,BLACK CAT IMPORTERS,,89089,0,default:cogs_supplements,CC_PURCHASE_1561
1558,2023-10-18,PURCHASE,376.30,37630,GRINDSTONEBLENDS.COM LONDON,,37630,0,default:cogs_supplements,CC_PURCHASE_1558
1559,2023-10-18,PURCHASE,14.34,1434,FREIGHTCOM INC. BOLTON,,1434,0,keyword:freight,CC_PURCHASE_1559
1560,2023-10-18,PURCHASE,968.59,96859,GROSNOR DISTRIBUTION AJAX,,96859,0,default:cogs_supplements,CC_PURCHASE_1560
4091,2023-10-18,PURCHASE,109.24,10924,AMZN MKTP CA*TP05O7I92,,10924,0,default:cogs_supplements,CC_PURCHASE_4091
4092,2023-10-18,PURCHASE,29.88,2988,AMZN MKTP CA*TD5I96ZC0,,2988,0,default:cogs_supplements,CC_PURCHASE_4092
1556,2023-10-19,PURCHASE,1272.64,127264,PESCIENCE 8888850195,,127264,0,default:cogs_supplements,CC_PURCHASE_1556
1557,2023-10-19,PURCHASE,15.11,1511,FREIGHTCOM INC. BOLTON,,1511,0,keyword:freight,CC_PURCHASE_1557
4089,2023-10-19,PURCHASE,88.77,8877,AMZN MKTP CA*TP9GU8QE1,,8877,0,default:cogs_supplements,CC_PURCHASE_4089
4090,2023-10-19,PURCHASE,28.73,2873,AMZN MKTP CA*TP1LC95G1,,2873,0,default:cogs_supplements,CC_PURCHASE_4090
1549,2023-10-23,PURCHASE,32.37,3237,"SHOPIFY INC/200763639 OTTAWA,",,3237,0,default:cogs_supplements,CC_PURCHASE_1549
1550,2023-10-23,PURCHASE,15.11,1511,FREIGHTCOM INC. BOLTON,,1511,0,keyword:freight,CC_PURCHASE_1550
1553,2023-10-23,PURCHASE,52.16,5216,AMHERST PHARMA SAVE,PHARMASAVE,5216,0,VENDOR_PROFILE,CC_PURCHASE_1553
1554,2023-10-23,PURCHASE,11.88,1188,GROSNOR DISTRIBUTION AJAX,,1188,0,default:cogs_supplements,CC_PURCHASE_1554
1555,2023-10-23,PURCHASE,2006.95,200695,BELIEVESUPP 4508001414,,200695,0,default:cogs_supplements,CC_PURCHASE_1555
4080,2023-10-23,PURCHASE,34.49,3449,AMZN MKTP CA*TD0BW8O71,,3449,0,default:cogs_supplements,CC_PURCHASE_4080
1527,2023-10-24,PURCHASE,12.65,1265,GOOGLE *WAVE FINANCIAL,,1265,0,default:cogs_supplements,CC_PURCHASE_1527
1531,2023-10-24,PURCHASE,14.13,1413,FREIGHTCOM INC. BOLTON,,1413,0,keyword:freight,CC_PURCHASE_1531
1522,2023-10-25,PURCHASE,102.08,10208,BELL ALIANT OBB,,10208,0,default:cogs_supplements,CC_PURCHASE_1522
1523,2023-10-25,PURCHASE,27.53,2753,HARRISON'S HOME HARDWARE,,2753,0,default:cogs_supplements,CC_PURCHASE_1523
1524,2023-10-25,PURCHASE,14.32,1432,HARRISON'S HOME HARDWARE,,1432,0,default:cogs_supplements,CC_PURCHASE_1524
1525,2023-10-25,PURCHASE,1.78,178,FREIGHTCOM INC. BOLTON,,178,0,keyword:freight,CC_PURCHASE_1525
1526,2023-10-25,PURCHASE,40.22,4022,AMHERST HOME HARDWARE,,4022,0,default:cogs_supplements,CC_PURCHASE_1526
1517,2023-10-26,PURCHASE,631.81,63181,BLACK CAT IMPORTERS,,63181,0,default:cogs_supplements,CC_PURCHASE_1517
1520,2023-10-26,PURCHASE,12.64,1264,APPLE.COM/BILL 866-712-7753,,1264,0,default:cogs_supplements,CC_PURCHASE_1520
1521,2023-10-26,PURCHASE,1063.96,106396,TC NUTRA 3062907457,,106396,0,default:cogs_supplements,CC_PURCHASE_1521
4062,2023-10-26,PURCHASE,36.34,3634,FREDDIE'S PIZZA &,,3634,0,default:cogs_supplements,CC_PURCHASE_4062
4064,2023-10-26,PURCHASE,127.23,12723,WAL-MART #5789 AMHERST,WALMART,12723,0,VENDOR_PROFILE,CC_PURCHASE_4064
1514,2023-10-27,PURCHASE,12.77,1277,SHOPIFY INC/201204163 OTTAWA,,1277,0,default:cogs_supplements,CC_PURCHASE_1514
1515,2023-10-27,PURCHASE,45.99,4599,HARRISON'S HOME HARDWARE,,4599,0,default:cogs_supplements,CC_PURCHASE_1515
1516,2023-10-27,PURCHASE,12.98,1298,FREIGHTCOM INC. BOLTON,,1298,0,keyword:freight,CC_PURCHASE_1516
4061,2023-10-27,PURCHASE,108.80,10880,WAL-MART #5789 AMHERST,WALMART,10880,0,VENDOR_PROFILE,CC_PURCHASE_4061
1510,2023-10-30,PURCHASE,91.59,9159,AMHERST PHARMA SAVE,PHARMASAVE,9159,0,VENDOR_PROFILE,CC_PURCHASE_1510
1511,2023-10-30,PURCHASE,7.15,715,AMHERST PHARMA SAVE,PHARMASAVE,715,0,VENDOR_PROFILE,CC_PURCHASE_1511
1512,2023-10-30,PURCHASE,40.82,4082,AMHERST PHARMA SAVE,PHARMASAVE,4082,0,VENDOR_PROFILE,CC_PURCHASE_1512
4058,2023-10-30,PURCHASE,1977.98,197798,COSTCO WHOLESALE W1345,COSTCO,197798,0,VENDOR_PROFILE,CC_PURCHASE_4058
4059,2023-10-30,PURCHASE,64.04,6404,PETRO CANADA 12120,,6404,0,keyword:fuel,CC_PURCHASE_4059
4060,2023-10-30,PURCHASE,586.57,58657,MONCTONCASH&CARRY#301 MONCTON,,58657,0,default:cogs_supplements,CC_PURCHASE_4060
1505,2023-10-31,PURCHASE,1040.85,104085,CAPITAL FOOD SERVICE,,104085,0,default:cogs_supplements,CC_PURCHASE_1505
1508,2023-10-31,PURCHASE,184.42,18442,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,18442,0,VENDOR_PROFILE,CC_PURCHASE_1508
1500,2023-11-01,PURCHASE,4.33,433,FREIGHTCOM INC. BOLTON,,433,0,keyword:freight,CC_PURCHASE_1500
1501,2023-11-01,PURCHASE,13.99,1399,FREIGHTCOM INC. BOLTON,,1399,0,keyword:freight,CC_PURCHASE_1501
1502,2023-11-01,PURCHASE,408.62,40862,CARTER'S SPORT CRESTING,,40862,0,default:cogs_supplements,CC_PURCHASE_1502
1503,2023-11-01,PURCHASE,14.97,1497,FREIGHTCOM INC. BOLTON,,1497,0,keyword:freight,CC_PURCHASE_1503
1495,2023-11-02,PURCHASE,15.60,1560,GOOGLE*GSUITE CURLYS.C CC,,1560,0,default:cogs_supplements,CC_PURCHASE_1495
1496,2023-11-02,PURCHASE,68.32,6832,AMHERST PHARMA SAVE,PHARMASAVE,6832,0,VENDOR_PROFILE,CC_PURCHASE_1496
1499,2023-11-02,PURCHASE,2248.96,224896,ISWEET 4168234030,,224896,0,default:cogs_supplements,CC_PURCHASE_1499
1488,2023-11-03,PURCHASE,13.81,1381,FREIGHTCOM INC. BOLTON,,1381,0,keyword:freight,CC_PURCHASE_1488
1492,2023-11-03,PURCHASE,7167.95,716795,GROSNOR DISTRIBUTION AJAX,,716795,0,default:cogs_supplements,CC_PURCHASE_1492
1493,2023-11-03,PURCHASE,1907.44,190744,SUPPLEMENT FACTS OTTAWA,,190744,0,default:cogs_supplements,CC_PURCHASE_1493
4050,2023-11-03,PURCHASE,50.03,5003,COSTCO GAS W1345,COSTCO,5003,0,VENDOR_PROFILE,CC_PURCHASE_4050
4053,2023-11-03,PURCHASE,22.99,2299,AMAZON.CA*TY9OO8VN3 AMAZON.CA,,2299,0,default:cogs_supplements,CC_PURCHASE_4053
1482,2023-11-06,PURCHASE,107.43,10743,AMHERST PHARMA SAVE,PHARMASAVE,10743,0,VENDOR_PROFILE,CC_PURCHASE_1482
1484,2023-11-06,PURCHASE,76.01,7601,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,7601,0,VENDOR_PROFILE,CC_PURCHASE_1484
1485,2023-11-06,PURCHASE,185.39,18539,DOLLARAMA # 209,,18539,0,keyword:dollarama,CC_PURCHASE_1485
1487,2023-11-06,PURCHASE,643.05,64305,ISWEET 4168234030,,64305,0,default:cogs_supplements,CC_PURCHASE_1487
1480,2023-11-07,PURCHASE,14.97,1497,FREIGHTCOM INC. BOLTON,,1497,0,keyword:freight,CC_PURCHASE_1480
1473,2023-11-08,PURCHASE,120.00,12000,ANNUAL FEE,,12000,0,default:cogs_supplements,CC_PURCHASE_1473
1474,2023-11-08,PURCHASE,50.00,5000,ANNUAL FEE,,5000,0,default:cogs_supplements,CC_PURCHASE_1474
1475,2023-11-08,PURCHASE,131.70,13170,PURCHASE INTEREST,,13170,0,default:cogs_supplements,CC_PURCHASE_1475
1476,2023-11-08,PURCHASE,2294.62,229462,CONQUER ALL NUTRITION,,229462,0,default:cogs_supplements,CC_PURCHASE_1476
1478,2023-11-08,PURCHASE,134.95,13495,NOVA SCOTIA PWR/EZ-PAY,,13495,0,default:cogs_supplements,CC_PURCHASE_1478
1479,2023-11-08,PURCHASE,2.36,236,KUBRA/EZ-PAY 905-624-2220,,236,0,default:cogs_supplements,CC_PURCHASE_1479
1462,2023-11-09,REFUND,0.03,3,INTEREST REVERSAL,,3,0,default:cogs_supplements,CC_PURCHASE_1462
1463,2023-11-09,PURCHASE,1067.00,106700,PACIFIC DISTRIBUTION WHOL,,106700,0,default:cogs_supplements,CC_PURCHASE_1463
1465,2023-11-09,REFUND,0.50,50,INTEREST REVERSAL,,50,0,default:cogs_supplements,CC_PURCHASE_1465
1467,2023-11-09,REFUND,0.06,6,INTEREST REVERSAL,,6,0,default:cogs_supplements,CC_PURCHASE_1467
1470,2023-11-09,REFUND,1.64,164,INTEREST REVERSAL,,164,0,default:cogs_supplements,CC_PURCHASE_1470
1471,2023-11-09,PURCHASE,57.49,5749,AMHERST COUNTRY STORE,,5749,0,default:cogs_supplements,CC_PURCHASE_1471
1472,2023-11-09,PURCHASE,11.05,1105,FREIGHTCOM INC. BOLTON,,1105,0,keyword:freight,CC_PURCHASE_1472
1460,2023-11-10,PURCHASE,3623.12,362312,FIT FOODS LTD.,,362312,0,default:cogs_supplements,CC_PURCHASE_1460
1461,2023-11-10,PURCHASE,14.97,1497,FREIGHTCOM INC. BOLTON,,1497,0,keyword:freight,CC_PURCHASE_1461
1455,2023-11-14,PURCHASE,102.00,10200,ROCKY HEALTH BRAMPTON,,10200,0,default:cogs_supplements,CC_PURCHASE_1455
1456,2023-11-14,PURCHASE,22.99,2299,APPLE.COM/BILL 866-712-7753,,2299,0,default:cogs_supplements,CC_PURCHASE_1456
1457,2023-11-14,PURCHASE,32.57,3257,"CHATGPT SUBSCRIPTION HTTPSOPENAI.C,",,3257,0,default:cogs_supplements,CC_PURCHASE_1457
1458,2023-11-14,PURCHASE,956.87,95687,CAPITAL FOOD SERVICE,,95687,0,default:cogs_supplements,CC_PURCHASE_1458
1459,2023-11-14,PURCHASE,2187.30,218730,GROSNOR DISTRIBUTION AJAX,,218730,0,default:cogs_supplements,CC_PURCHASE_1459
4041,2023-11-14,PURCHASE,19.30,1930,FREIGHTCOM INC. BOLTON,,1930,0,keyword:freight,CC_PURCHASE_4041
4042,2023-11-14,PURCHASE,16.70,1670,FREIGHTCOM INC. BOLTON,,1670,0,keyword:freight,CC_PURCHASE_4042
4043,2023-11-14,PURCHASE,13.99,1399,FREIGHTCOM INC. BOLTON,,1399,0,keyword:freight,CC_PURCHASE_4043
4044,2023-11-14,PURCHASE,11.49,1149,GOOGLE *BYTEDANCE G.CO/HELPPAY#,,1149,0,default:cogs_supplements,CC_PURCHASE_4044
4045,2023-11-14,PURCHASE,46.58,4658,AMHERST PHARMA SAVE,PHARMASAVE,4658,0,VENDOR_PROFILE,CC_PURCHASE_4045
4046,2023-11-14,PURCHASE,63.56,6356,CIRCLE K /,,6356,0,default:cogs_supplements,CC_PURCHASE_4046
